orf	mRNA	Protein	Length	dN	CAI
YMR001C	126.1840921	431008295.5	2118		0.1665
YBL035C	72.98875583	413194557.2	2118		0.1448
YNL021W	60.92782541	197806618	2121		0.1511
YGL026C	608.5960129	8492651028	2124		0.3195
YAR014C	123.401573	294613929.3	2124		0.1204
YGL245W	962.3680942	12910081873	2127		0.4613
YDL176W	33.44963147	209247734.1	2127		0.1123
YLR424W	31.83528973	141976492	2127		0.1299
YPL240C	516.48497	16965316946	2130		0.5177
YDR146C	66.92692658	106885961	2130		0.1426
YOL057W	124.2819203	1671826449	2136		0.1729
YDR211W	177.0295163	1416112286	2139		0.198
YLR006C	54.55476056	106946706.2	2139		0.1178
YJL112W	65.42747421	403415426.5	2145		0.1214
YKL213C	161.4480595	1492000767	2148		0.1256
YOR022C	34.93737324	36602467	2148		0.1441
YJL012C	612.02576	4085047589	2166		0.2475
YDR333C	105.0742126	823966636.7	2172		0.1544
YHR031C	40.49806176	409363.4	2172		0.1417
YOR156C	20.39516971	37989538.71	2181		0.1127
YGL203C	111.3720186	1173119888	2190		0.151
YPR141C	56.54220081	370355916.6	2190		0.1193
YHR072W	166.2342814	723603762.3	2196		0.1474
YBR238C	78.87182583	23860839.67	2196		0.2397
YOR001W	168.3637958	901160157.8	2202		0.1266
YIL078W	1356.839435	11914795276	2205		0.4084
YGR186W	166.3485873	821000165.4	2208		0.1467
YBR007C	48.33767595	432273439.8	2211		0.1224
YPL029W	58.34657606	91568130.63	2214		0.118
YKL054C	540.037055	3233217890	2217		0.2478
YMR078C	44.46919757	264456142.9	2226		0.1392
YKR024C	113.8057819	377906651.8	2229		0.1606
YMR216C	91.4054027	628074259.5	2229		0.1574
YCR026C	65.34461703	349687927.8	2229		0.1181
YOR299W	89.63665919	292921385.8	2241		0.1104
YDL234C	61.93897576	243090739.3	2241		0.1527
YDR499W	42.26852229	135013658.1	2244		0.1188
YOR081C	108.8996449	182128544.8	2250		0.1433
YGL086W	74.03604184	696713859.8	2250		0.1419
YOR034C	57.11728079	370066653.8	2250		0.1289
YFR009W	284.9399884	2793025774	2259		0.287
YLL008W	199.8647619	1098024158	2259		0.2266
YDR138W	41.36132559	396519776.4	2259		0.1574
YOR321W	78.93965649	159405535.4	2262		0.1445
YBR094W	70.47100297	1092584647	2262		0.1763
YNL258C	94.23755686	470989711.6	2265		0.1386
YER162C	35.64186649	308388097.4	2265		0.1342
YER098W	25.23764861	210252512.5	2265		0.1346
YDL164C	88.76510395	414148974.9	2268		0.16
YNL161W	87.74554081	319704224	2271		0.1551
YLL001W	69.67459622	1664775865	2274		0.1709
YBR080C	158.5993874	2045219979	2277		0.1926
YBL084C	77.12203893	94943079.92	2277		0.1159
YOR267C	231.93784	572985025.3	2280		0.2208
YGL021W	96.71502056	86125140.44	2283		0.142
YLR069C	127.9905032	1553985298	2286		0.2
YJR143C	445.3085647	676895662.3	2289		0.2156
YER001W	126.8654247	2461279097	2289		0.1639
YDR264C	175.0160849	547858033	2295		0.133
YLR114C	78.97778429	399250032.9	2295		0.1496
YJL090C	50.85806622	4741804.451	2295		0.1379
YKR027W	70.01910632	360157418.4	2298		0.1205
YNL247W	295.7564205	4974191252	2304		0.2653
YDR119W	189.3811084	525811685.1	2307		0.1226
YOL006C	90.62340842	1658800276	2310		0.1915
YMR167W	25.69846081	407493539.9	2310		0.1274
YJL033W	107.8851271	1089787125	2313		0.1996
YLR131C	53.45791944	380908986.3	2313		0.1186
YGR143W	100.5119176	38587938.29	2316		0.1369
YBR142W	184.3424349	773232719.9	2322		0.1821
YML006C	125.9095361	209936777.8	2325		0.1428
YLR274W	68.41443079	367709249.8	2328		0.1748
YOR165W	147.1645284	1838356978	2331		0.1819
YDR324C	142.9523481	1870576798	2331		0.169
YLR304C	604.5315932	22027679221	2337		0.462
YGL009C	781.4951443	17259308246	2340		0.3355
YDR208W	141.4312881	316545240.7	2340		0.1431
YLR277C	79.59862083	937754349.7	2340		0.1469
YLR144C	71.84242556	122012395.8	2340		0.1479
YJR040W	66.99187541	273841824.4	2340		0.1362
YLR397C	89.85891108	265081538.8	2343		0.1297
YBR001C	60.94433806	80830205.31	2343		0.123
YLR241W	110.6064983	211940571.4	2349		0.1098
YPL075W	105.0563262	65653370.11	2358		0.1069
YFR013W	77.34176118	189344326.6	2364		0.1402
YGR200C	184.2239886	823276273.1	2367		0.1797
YLR319C	55.13293	402274264.3	2367		0.1341
YJL200C	188.8042163	1102732347	2370		0.2195
YDR034C	70.58650342	74993056.25	2373		0.1304
YOL076W	73.90589757	858146359.1	2391		0.1586
YPL045W	45.38528811	261687668.6	2397		0.1241
YOR233W	105.8364019	225379589.6	2403		0.1241
YER157W	68.3115175	362253427.3	2406		0.1808
YPL190C	115.3797494	1417016115	2409		0.2046
YGL139W	81.91438838	318625007.6	2409		0.1425
YLR182W	87.21699054	212968703.6	2412		0.1353
YGL083W	47.90659974	321404615.3	2415		0.1556
YIL068C	93.98758351	384183938.8	2418		0.139
YGL216W	62.15320053	69154538.72	2418		0.1175
YMR049C	308.4409297	1744151641	2424		0.2289
YBR276C	184.2453591	614709833.3	2424		0.1164
YLR352W	33.875892	53234483	2424		0.1652
YOR168W	425.4811384	6357163989	2430		0.2687
YDL122W	195.8836403	813957175.4	2430		0.1891
YBR049C	110.9416269	724517496	2433		0.1993
YKR099W	92.06006833	414613429.2	2436		0.1153
YLR176C	31.34888622	43649704.63	2436		0.1212
YLR095C	171.2176458	261987894.3	2439		0.1196
YNL238W	154.9919989	72880802.06	2445		0.1497
YLR228C	63.99002838	46421885	2445		0.1222
YDL132W	150.0778111	1298474387	2448		0.1575
YGR130C	104.4055029	2174022811	2451		0.1934
YDL095W	358.1620853	916116761	2454		0.2273
YLR337C	180.429694	311062313.2	2454		0.1088
YGR198W	115.0843665	346360590.5	2454		0.1341
YJL187C	63.12662676	9625889.2	2460		0.1339
YJL102W	42.80179971	237220591.6	2460		0.1283
YOR195W	47.91525324	918000918.8	2466		0.16
YJL041W	209.6584389	1837826106	2472		0.1647
YHR172W	36.91638056	137010477.1	2472		0.1337
YPL032C	237.7695266	1357270802	2478		0.1637
YMR089C	208.6074267	944369945.5	2478		0.1751
YDR251W	158.9412947	689465373	2493		0.1262
YPR029C	154.4628814	589502924.3	2499		0.1487
YFL024C	71.25783541	89214260.11	2499		0.1539
YCR106W	20.54341	137002600	2499		0.1233
YDL056W	58.394155	129834651.1	2502		0.1317
YMR102C	155.5018255	245364504.6	2505		0.1258
YML034W	58.82178865	700400494.5	2505		0.1302
YDL126C	870.6943329	7644422382	2508		0.3067
YPL019C	631.90435	1187238683	2508		0.1878
YLL034C	169.7895286	753568971.7	2514		0.1727
YOR018W	52.15022892	76488385.5	2514		0.1228
YML029W	84.10378054	269085103.7	2517		0.1269
YNL041C	67.96282459	471096601	2520		0.144
YJL204C	46.90465333	223932712.4	2523		0.1523
YBL008W	36.62202973	87357480.75	2523		0.1279
YOR133W	2026.78381	317053883.6	2529		0.8036
YMR031C	103.9962817	2971227588	2532		0.1745
YPL084W	64.08936816	1302422310	2535		0.1448
YNL126W	37.56963514	127733132.1	2541		0.1147
YLR057W	58.75524189	320026259	2550		0.1378
YHR131C	61.31639806	16775734.4	2553		0.1285
YFR038W	68.20240857	510957285.7	2562		0.1572
YLR127C	29.37967595	22126486.4	2562		0.1248
YDL040C	230.8203111	2124073380	2565		0.1972
YHR047C	189.4354274	687726085.8	2571		0.2154
YOL130W	161.98206	105846564.4	2580		0.1448
YGL178W	137.319663	124549818.1	2580		0.1723
YLR115W	76.78501722	278681457.6	2580		0.1295
YDR416W	59.15507212	76450646.13	2580		0.1332
YMR125W	153.8433831	931718989.4	2586		0.1939
YLR347C	137.6147657	702251519.7	2586		0.1945
YOR217W	135.2136339	686187745.5	2586		0.1584
YPL008W	66.87733632	48890014.14	2586		0.1111
YLR001C	87.95392514	105868400.8	2589		0.1205
YNL068C	55.85400054	146209707	2589		0.1178
YMR165C	48.1485325	141625128.2	2589		0.1264
YER069W	207.771235	13473335512	2592		0.1975
YGR150C	40.80780289	359670109.5	2595		0.1369
YPL141C	50.96826189	103872262.7	2598		0.1256
YDR089W	90.99342892	354776564.1	2610		0.1313
YLR166C	84.44456865	599979169.4	2616		0.1617
YOR329C	86.97219486	25344813.56	2619		0.1305
YOR038C	61.67807108	226415189.3	2628		0.1299
YLR240W	57.77828324	35395769.3	2628		0.129
YNL049C	102.8653858	641526839.6	2631		0.1553
YDR475C	45.89701833	190164714.3	2631		0.1138
YDR186C	117.3638	34108859.15	2634		0.1334
YLL013C	51.52408912	1154121032	2640		0.178
YAL056W	82.28560378	51872714.29	2643		0.1129
YJL198W	221.9975437	307173996.8	2646		0.1755
YGR238C	30.48463892	96043933.5	2649		0.1122
YHR056C	64.537257	697387710.8	2652		0.1522
YDR303C	82.36097079	548769450.9	2658		0.1543
YOR058C	41.64361	249515936.6	2658		0.1289
YLR451W	57.24616105	15867890.63	2661		0.1176
YPR112C	125.1417392	1110627371	2664		0.19
YGL014W	145.9734686	387285878.9	2667		0.1516
YPR089W	81.71771556	271702711.1	2667		0.1687
YJL070C	37.051685	40805652.3	2667		0.1403
YGL137W	286.1727286	2991674747	2670		0.2084
YLR357W	127.7876635	304340730.6	2670		0.1458
YDR027C	93.60132848	260951401.3	2670		0.1156
YNR047W	41.93159579	157602751.7	2682		0.1436
YNR013C	162.8672131	890127951	2685		0.1874
YDR096W	74.27432027	224077554	2685		0.1494
YDR074W	151.6373908	2935718074	2691		0.236
YLR336C	91.40701432	306565703.9	2700		0.1443
YBR055C	78.43368417	163556271.1	2700		0.1266
YDR006C	119.5436726	55882702.38	2706		0.1469
YIL047C	349.5205273	198744126.9	2709		0.1469
YPR021C	67.70301892	142174728.6	2709		0.144
YDR409W	31.43823857	23865291.5	2715		0.1162
YLL026W	432.0494635	8492756237	2727		0.3049
YNL321W	109.1716666	121574657.4	2727		0.1454
YGL141W	62.3755427	51764627.44	2733		0.1537
YER151C	151.9680003	1126626849	2739		0.1793
YDR213W	33.0126925	58747972.56	2742		0.1229
YML065W	60.29056474	260710502.8	2745		0.1367
YLR148W	41.69194946	795220209.5	2757		0.1449
YKL165C	230.2764361	101879760.2	2760		0.159
YCR037C	111.5248916	245442324.6	2772		0.1679
YER024W	55.82728649	60190480	2772		0.1492
YBR073W	190.7443311	1094335352	2775		0.1354
YDR081C	61.61576486	352416885.8	2778		0.1305
YDR069C	33.10579026	87671503	2781		0.1542
YER075C	52.58512194	239583416.7	2787		0.1359
YHR098C	228.4765252	1361536223	2790		0.1756
YKL157W	299.1676565	5168680803	2808		0.2161
YGR089W	52.57174316	376051374.5	2811		0.1623
YLR409C	153.0599455	636811762.5	2820		0.1762
YHL007C	131.265855	564641751.9	2820		0.1518
YLR129W	228.5210444	1722833821	2832		0.1661
YMR124W	50.07814711	459015661.8	2832		0.1346
YDR395W	189.4283592	1456524830	2835		0.1958
YIL137C	79.725745	1843727522	2841		0.173
YPL036W	76.52661528	3515184.25	2844		0.2998
YBR108W	27.55343171	148331048.3	2844		0.112
YGL167C	217.3948639	2570595484	2853		0.1958
YDR421W	31.79753556	22325539.88	2853		0.1152
YGR162W	300.7559371	2623645956	2859		0.2543
YBR229C	96.17102108	475028915.3	2865		0.1672
YEL043W	135.5362128	448021135	2871		0.1488
YGR140W	49.18530528	185017038.4	2871		0.14
YOR335C	575.3280039	15683366634	2877		0.3783
YGL227W	39.42056324	855257944.3	2877		0.1703
YDL190C	167.7207045	950331543.7	2886		0.1769
YDL035C	87.77623848	88938445.63	2886		0.1224
YBR079C	421.6986019	13216992071	2895		0.3548
YIL130W	105.5792226	251943923.3	2895		0.1463
YBR112C	165.7631651	1077697028	2901		0.1621
YNL243W	250.1532214	1717136077	2907		0.1366
YKL064W	98.27168081	209270256.6	2910		0.1483
YMR080C	129.6344695	651108164.2	2916		0.2041
YEL032W	125.3901374	559317174.2	2916		0.1838
YDR166C	51.77078216	580610391.9	2916		0.16
YDR238C	327.9645839	2682446455	2922		0.2176
YAR019C	33.93890829	41003087.44	2925		0.1385
YBR084W	293.5436727	4256748181	2928		0.2077
YBR074W	84.20485167	456760734.5	2931		0.1252
YKL015W	57.41825028	451317248	2940		0.1631
YBL085W	147.0180536	519258443.6	2943		0.1322
YDR359C	47.16335378	156089996.5	2949		0.1175
YLR138W	113.9745224	57032732.78	2958		0.1209
YDR430C	62.90949757	2072935326	2970		0.1503
YDR080W	47.943575	234276396.1	2979		0.1516
YOL021C	148.6867863	1174049364	3006		0.1783
YOR048C	111.7284773	1584137726	3021		0.1644
YDR379W	56.340876	180900033.8	3030		0.116
YDR028C	115.3532906	549280456.9	3045		0.1462
YLL031C	179.4844527	91433821.21	3054		0.1652
YGL201C	75.32408333	353890011.8	3054		0.1724
YDL240W	52.12784222	463346784.2	3054		0.1394
YDR060W	220.897627	1691070456	3078		0.1997
YLR187W	38.61850649	257420972.8	3081		0.1268
YLR389C	113.0412895	1677010422	3084		0.1638
YHR082C	134.2006311	250960508.2	3090		0.1718
YMR231W	39.24509974	295610544.5	3090		0.1351
YOL089C	71.66279485	96577279.75	3093		0.1389
YGR258C	60.88128703	20484443.25	3096		0.127
YPL125W	91.29212895	328602499.5	3099		0.1649
YGL207W	197.8617111	2894884951	3108		0.2112
YFR030W	92.56344553	3703132564	3108		0.2581
YDR325W	68.22033364	89375547.11	3108		0.1319
YGR125W	78.20905974	192904505.3	3111		0.1246
YOL098C	147.4016214	2341867913	3114		0.1912
YKL057C	103.5728097	1001427532	3114		0.1568
YCL024W	50.59993361	184913817.3	3114		0.1136
YPL009C	156.5879431	984656810.6	3117		0.1859
YKL033W	52.10930343	96139490.13	3117		0.1253
YKL197C	30.11670514	264453766.9	3132		0.1284
YJL084C	56.76009333	199362161.2	3141		0.1333
YDL223C	36.53105778	806306642.3	3141		0.1868
YDL077C	41.81341029	463953789.9	3150		0.1556
YDR017C	118.6810427	1400419205	3153		0.1444
YNL132W	136.8739859	1615305178	3171		0.2393
YLR039C	67.98573324	103388423.4	3171		0.1445
YML010W	160.1690512	2365786356	3192		0.1993
YDR122W	63.77108297	577721574.5	3195		0.1268
YPR055W	51.32722595	488793055.5	3198		0.1435
YGR274C	86.65847162	533280315.1	3201		0.1664
YGL013C	90.58677737	202135885	3207		0.1425
YDL185W	802.6170147	18214492213	3216		0.3053
YKR086W	53.36318135	27340155.2	3216		0.1314
YJL050W	164.7377827	1835384849	3222		0.2039
YFL034W	55.29402421	95402514	3222		0.1568
YPR042C	52.17597515	62435448	3228		0.119
YDR291W	81.11988111	32830294.33	3234		0.1415
YHR119W	84.78297722	845525737.9	3243		0.1464
YOL051W	128.804438	646336830.1	3246		0.1606
YOL100W	43.71723528	442577285.7	3246		0.1352
YLR071C	111.5520392	623015489.1	3249		0.1352
YGR218W	160.6652055	4277825686	3255		0.2051
YJR035W	31.40846914	192971666.7	3258		0.1274
YMR196W	70.80219412	438284459	3267		0.1773
YHR077C	122.13075	550866799.2	3270		0.1499
YPL160W	492.7763673	11302904127	3273		0.2999
YDR040C	9.483178621	6325700.164	3276		0.1967
YDL102W	53.36756237	435395182.6	3294		0.1757
YML100W	205.5686234	883107329.2	3297		0.1637
YKR028W	140.5706119	836715764.8	3297		0.145
YPL022W	87.14591139	42655365.5	3303		0.124
YOL045W	79.16673757	237759120.6	3306		0.1506
YKL092C	46.4149125	163555681	3315		0.1349
YOR109W	133.9750836	671852576.8	3324		0.1516
YBR059C	100.84673	462460565	3327		0.1461
YNR065C	99.43120371	84297849.13	3351		0.1615
YOL087C	78.38752838	459000089.5	3351		0.1324
YNR067C	268.5868347	182805261.6	3354		0.1551
YJR109C	256.9140024	14814941502	3357		0.2394
YOR304W	101.2415592	371066279.1	3363		0.1689
YGR134W	58.51633	99728415.38	3369		0.1143
YBR245C	82.67747944	1652638302	3390		0.1919
YGL151W	86.44278324	408846893.7	3399		0.1453
YBL022C	192.9368106	2267870674	3402		0.1861
YPR022C	68.50858778	62352605.43	3402		0.1303
YDR507C	126.6059403	1319981228	3429		0.1581
YLR410W	163.1812171	1374452598	3441		0.1638
YGR097W	129.7846653	974491428.6	3441		0.1478
YLR096W	82.48341457	275481475.6	3444		0.1284
YOR207C	229.2643271	1441299262	3450		0.2294
YIL048W	132.6608619	477507518.3	3456		0.1644
YAL001C	77.12907486	813554166.1	3483		0.1211
YBR023C	158.3994519	501193171.6	3498		0.167
YNL054W	44.49063622	37213383.33	3498		0.1242
YLR032W	48.69707778	163914065.6	3510		0.1402
YPL006W	163.035041	180301690.1	3513		0.1326
YGL006W	91.08166079	609308084.1	3522		0.1585
YJR041C	79.44207553	741693354.6	3525		0.1423
YLR272C	64.71976333	216007817.1	3531		0.1329
YOL078W	32.60675595	1366240053	3531		0.1224
YGR233C	119.7359792	1691122664	3537		0.1339
YBR218C	301.2512679	8157256953	3543		0.3084
YPL217C	163.9436366	1798871401	3552		0.193
YNL106C	36.76495027	246436571.4	3552		0.1295
YOR086C	162.8937368	1828443419	3561		0.2199
YAR042W	46.59848108	995543184.4	3567		0.1759
YJL076W	178.2649709	1317907883	3570		0.1525
YKR096W	86.96888842	63224691.88	3588		0.1324
YPL226W	440.9771797	5853288189	3591		0.304
YLR189C	93.07804935	226758799.5	3597		0.1257
YPR010C	556.0644903	2779461735	3612		0.2228
YPR122W	66.07403541	68361702.88	3627		0.1037
YMR109W	110.6256276	1367248084	3660		0.1847
YGL140C	74.77014158	224182716.1	3660		0.1239
YIL147C	103.4864976	141918707	3663		0.1338
YJL080C	555.753223	19557438495	3669		0.3297
YPL110C	51.126935	258675566.8	3672		0.1266
YOR151C	347.0898744	2472489668	3675		0.2282
YDR335W	133.1363484	324376383.3	3675		0.1536
YCR033W	101.4546222	228568799.5	3681		0.1197
YPL012W	215.1232989	1652496624	3687		0.1781
YHR155W	43.97218632	102599930.1	3687		0.141
YJL074C	62.00572605	965035955.1	3693		0.181
YMR304W	59.61753111	492888910.2	3693		0.156
YFR016C	86.54202914	1040756360	3702		0.1521
YGR090W	200.0789017	3379129767	3714		0.1867
YNL273W	39.95924541	187187792.4	3717		0.1474
YDR097C	81.17422865	378872343.2	3729		0.1524
YML081W	104.7259334	245651459	3756		0.1461
YJL197W	79.00774838	390418613.9	3765		0.1424
YMR128W	154.1678365	512068186.8	3804		0.1655
YLR436C	81.97489919	31150540.5	3825		0.1374
YMR012W	379.0891692	6779352462	3834		0.2275
YMR076C	97.14865	489654140.5	3834		0.1619
YDL019C	97.22665324	828025318.1	3852		0.1479
YLR398C	98.56415447	856787783.1	3864		0.1784
YDR407C	95.50213212	207218885.6	3870		0.1425
YNL250W	28.63194882	503078853.8	3939		0.1707
YPL016W	65.38836	343477795.2	3945		0.1515
YIL030C	170.3929561	397482906.4	3960		0.1687
YDR216W	24.54260395	138222125.3	3972		0.154
YBR081C	68.13453306	759971381.1	3999		0.1545
YER008C	119.0410069	485179512.2	4011		0.1489
YMR129W	109.6402386	1312489251	4014		0.1575
YLR278C	50.74149162	73884760.5	4026		0.1373
YLR384C	173.3026938	1400019019	4050		0.1814
YAL026C	100.3263606	2093034981	4068		0.1879
YLR371W	88.02370824	108612051.1	4071		0.1526
YAL017W	84.99200324	867540097.3	4071		0.126
YJR033C	43.41910816	393103021.2	4074		0.1444
YGR061C	531.4247497	5243648017	4077		0.2775
YDR227W	55.08676265	573592059.8	4077		0.1358
YGR270W	147.2546843	629344531.2	4140		0.1433
YBL047C	178.2521714	3239039206	4146		0.1967
YBR115C	243.4702546	185857030.7	4179		0.2122
YOR011W	66.80267216	42617.75	4185		0.1957
YCR042C	85.70473941	446342644.4	4224		0.1408
YPR164W	31.36147455	198546657.1	4224		0.1314
YJR031C	70.12713658	492648113.1	4227		0.1297
YLR086W	54.95159611	115039415.7	4257		0.1475
YBR097W	43.25027459	63119062.22	4365		0.1347
YEL022W	113.8357848	953454091.5	4380		0.1536
YOR116C	170.5948711	1007830975	4383		0.2078
YNL102W	100.453307	742641107.2	4407		0.1568
YAL029C	170.4172903	1078196715	4416		0.1503
YGR281W	368.4601897	154431858.1	4434		0.1754
YJL095W	54.91699806	54826624.76	4437		0.1207
YIR006C	247.6581446	2479758424	4443		0.1559
YKL010C	132.6340364	580662889.1	4452		0.1388
YGL150C	111.8205974	623936952.4	4470		0.1921
YDR180W	53.62022184	177001414.1	4482		0.1411
YDR011W	549.1479414	960240019.8	4506		0.1802
YLR256W	218.6754597	136627000	4509		0.1549
YBL079W	95.67275405	737964899.2	4509		0.1515
YOR153W	1600.402153	1345176685	4536		0.246
YPL058C	171.0910503	414058414	4536		0.2873
YDR135C	186.0588832	836665798.5	4548		0.149
YGL173C	295.0508816	4054727357	4587		0.1942
YDR406W	74.974504	450703121.7	4590		0.183
YOL004W	172.4759511	863410793.3	4611		0.1504
YML072C	303.61567	3873438196	4638		0.2064
YLR247C	48.49284806	42204892.88	4671		0.1362
YLL015W	114.3688288	254778071.8	4680		0.1424
YER166W	117.9745439	873877520	4716		0.1632
YOR326W	371.2035263	1890624729	4725		0.1934
YBL017C	276.1697289	1085739600	4740		0.163
YNR031C	129.16413	46282322	4740		0.1455
YLR310C	98.31896605	598418249	4770		0.1304
YNL139C	58.73950467	1418480578	4794		0.1509
YDR093W	128.553875	471283213.3	4839		0.1528
YOR191W	49.60030105	91888469.5	4860		0.136
YNL297C	103.1991103	810195938.2	4911		0.1328
YOR093C	44.83118811	96014861.3	4947		0.1364
YMR162C	44.38731857	36754750	4971		0.1337
YMR219W	123.3352014	402854142.9	4977		0.1433
YDR283C	60.51676946	204355106.1	4980		0.138
YLL048C	247.0036519	1791553146	4986		0.1873
YIL149C	125.7626765	1816300390	5040		0.1554
YJL039C	73.175875	1798572030	5052		0.1477
YKR031C	71.19182486	368343120.7	5052		0.1535
YDR141C	111.675595	492556955.7	5097		0.1275
YOR290C	128.6458319	274889534.8	5112		0.1549
YMR229C	418.6338211	6094452369	5190		0.2374
YDL140C	612.2294124	3922735002	5202		0.2093
YOL103W-B	1683.516667	44030774.44	5268		0.1441
YMR050C	1266.916426	36439571.57	5268		0.1403
YML039W	1190.046551	125638050.6	5268		0.1436
YBL005W-B	1159.541124	1054029488	5268		0.1408
YPR137C-B	308.45	145726355.1	5268		0.1444
YOR142W-B	284.8666667	34170000	5268		0.141
YPR158C-D	265.4333333	87238376.36	5268		0.1422
YDR098C-B	73.5	47959250	5268		0.1465
YKL014C	95.76911711	639079299.8	5295		0.1575
YCL019W	727.7136043	17659057.14	5313		0.152
YFL033C	56.92630722	55549242.11	5313		0.1294
YBR208C	96.10542333	1225128835	5508		0.1942
YPL082C	85.31244514	447150526.7	5604		0.1404
YLR024C	30.00782343	17512306.13	5619		0.1284
YKR095W	111.6333331	2563056594	5628		0.1649
YLR342W	882.8401624	3169045705	5631		0.2734
YLR305C	97.07944946	533617209	5703		0.144
YBR275C	46.87344857	184781426	5751		0.1233
YHR023W	74.41940176	1177571197	5787		0.1572
YGR184C	102.1262538	583462570.8	5853		0.1456
YNL271C	109.2813576	494163357.3	5862		0.1418
YGR271W	54.66384432	185828058.4	5904		0.1535
YJL005W	69.61860622	464768623.5	6081		0.1248
YKL182W	795.2104395	34471961822	6156		0.3638
YMR207C	61.77469694	2829481.066	6372		0.122
YFL007W	139.2226776	525621725.3	6432		0.1497
YDL171C	284.5501346	7308967493	6438		0.2866
YPL085W	99.26510553	1126749954	6588		0.1407
YNL262W	96.63444324	545932205.2	6669		0.1465
